Arctos_guid,Sp,Fam,ID,Field_Number,Sex,Age,Year,Month,State,County,Locality,Latitude,Longitude,BIO1_Annual_Mean_Temperature_30s,BIO2_Mean_Diurnal_Range_30s,BIO3_Isothermality_30s,BIO4_Temperature_Seasonality_30s,BIO5_Max_Temperature_of_Warmest_Month_30s,BIO6_Min_Temperature_of_Coldest_Month_30s,BIO7_Temperature_Annual_Range_30s,BIO8_Mean_Temperature_of_Wettest_Quarter_30s,BIO9_Mean_Temperature_of_Driest_Quarter_30s,BIO10_Mean_Temperature_of_Warmest_Quarter_30s,BIO11_Mean_Temperature_of_Coldest_Quarter_30s,BIO12_Annual_Precipitation_30s,BIO13_Precipitation_of_Wettest_Month_30s,BIO14_Precipitation_of_Driest_Month_30s,BIO15_Precipitation_Seasonality_coefficient.of.variation_30s,BIO16_Precipitation_of_Wettest_Quarter_30s,BIO17_Precipitation_of_Driest_Quarter_30s,BIO18_Precipitation_of_Warmest_Quarter_30s,BIO19_Precipitation_of_Coldest_Quarter_30s,Elevation_30s,TPC1,TPC2,PPC1,PPC2,elev.z.1,TPC1.z.1,TPC2.z.1,PPC1.z.1,PPC2.z.1,lat.z.1,Tissue_Type_Tested_Bd,Tissue_Type_Tested_Pr,Tissue_Type_Tested_Rv,Status_Bd,Status_Pr,Status_Rv,Pathogens_Tested_For,Overall_Infection_Status,Confirmed_Average_Bd_SQ,Confirmed_Average_Pr_SQ,Confirmed_Average_Rv_SQ,Overall_Average_SQ,Confirmed_Log10_Average_Bd_SQ,Confirmed_Log10_Average_Pr_SQ,Confirmed_Log10_Average_Rv_SQ
https://arctos.database.museum/guid/MSB:Herp:105855,Rana catesbeiana,Ranidae,MSB:Herp:105855,LNB 2537,female,adult,2022,5,AR,Washington,Bobb Kidd Lake Rd,35.969745,-94.350886,14.5125,12.39167,34.32595,859.67786,32.2,-3.9,36.1,18.81667,3.6,24.9,3.6,1192,140,57,24.12452,365,208,284,208,362,-0.598676203,0.452965473,-0.839453139,0.304385509,1.107860622,-0.208613746,0.367730215,-0.356457946,0.209047335,0.058252438,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:105884,Rana catesbeiana,Ranidae,MSB:Herp:105884,LNB 2566,unknown,adult,2022,5,MO,Franklin,Schoeneberg Rd,38.51003,-91.253192,12.525,12.83333,32.99057,957.96307,31.7,-7.2,38.9,17.63333,0.16667,24,0.16667,1005,116,46,22.92481,310,171,274,171,232,-1.72199418,0.816647238,-2.070372933,0.421427761,0.397683368,-0.60004332,0.662977383,-0.879144826,0.289430173,0.514305191,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:105894,Rana catesbeiana,Ranidae,MSB:Herp:105894,LNB 2576,female,adult,2022,5,MO,Franklin,Lions Lake,38.561254,-91.033103,12.87083,12.975,33.01527,971.35907,32.2,-7.1,39.3,18.18333,0.35,24.46667,0.35,982,112,47,21.97191,300,169,267,169,171,-1.607371786,0.975202279,-2.185836843,0.559941029,0.064446348,-0.560102185,0.791696861,-0.928174398,0.384558977,0.523501343,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:105929,Rana clamitans,Ranidae,MSB:Herp:105929,LNB 2611,unknown,adult,2022,5,KY,Metcalfe,Flooded ditch off KY-533,36.980112,-85.548811,13.57083,12.45833,36.00674,837.51923,30.8,-3.8,34.6,21.7,19.5,23.63333,2.86667,1341,129,79,13.44612,374,284,346,333,261,-0.240290269,0.213074007,0.886466736,1.492445309,0.556107524,-0.08373116,0.172979521,0.376421384,1.024988724,0.239641791,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106182,Rana pipiens,Ranidae,MSB:Herp:106182,DLFW 266,unknown,adult,2022,6,ME,Penobscot,On road - 221 (Hudson Rd),45.012708,-68.89364,6.1125,11.925,28.94418,1031.73755,26.3,-14.9,41.2,1.53333,-5.9,18.53333,-7.08333,1053,104,68,11.492,291,221,273,244,56,-5.073779525,0.396569532,-1.118182591,1.758372269,-0.563787377,-1.768001046,0.321946391,-0.474815152,1.207623313,1.681719166,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106204,Rana pipiens,Ranidae,MSB:Herp:106204,DLFW 288,unknown,adult,2022,7,ME,Aroostook,near shore of Aroostook River boat launch,46.776032,-68.155339,3.75417,11.975,27.15419,1143.85205,25,-19.1,44.1,16.18333,-4.55,17.25,-11.1,935,100,50,18.86059,284,175,282,195,146,-5.881866551,-0.522697907,-2.155611872,0.926905671,-0.072126201,-2.049585751,-0.424340982,-0.915339934,0.636584708,1.998285522,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106206,Rana pipiens,Ranidae,MSB:Herp:106206,DLFW 290,male,adult,2022,7,ME,Aroostook,On road - Parsons Rd,46.763919,-68.143562,3.79583,11.94167,27.14015,1140.96338,25,-19,44,16.21667,-4.5,17.26667,-11,928,100,49,19.49272,284,172,281,192,136,-5.855348058,-0.550562985,-2.220800044,0.870198345,-0.126755221,-2.040345159,-0.446962642,-0.943020862,0.59763898,1.996110897,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106208,Rana pipiens,Ranidae,MSB:Herp:106208,DLFW 292,unknown,adult,2022,7,ME,Aroostook,On road - Conant Rd,46.684262,-67.898408,3.74167,11.4,26.57343,1126.8739,24.7,-18.2,42.9,16.06667,-4.53333,17.15,-10.76667,964,102,51,19.17928,295,179,292,200,201,-5.795847778,-0.983342849,-1.972458474,0.86323432,0.228333407,-2.019611788,-0.798305607,-0.837567297,0.592856193,1.98181022,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106249,Rana pipiens,Ranidae,MSB:Herp:106249,DLFW 333,unknown,adult,2022,7,NY,Saintawrence,On road - Hwy 68 - dead,44.606995,-75.208091,6.34583,11.15833,26.88755,1086.20361,26.6,-14.9,41.5,18.13333,-6.48333,19.21667,-7.7,933,103,51,20.10805,291,171,269,182,115,-4.731992707,-1.048954672,-2.213258601,0.837625109,-0.241476162,-1.648902562,-0.851571145,-0.939818531,0.575268177,1.608882248,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106264,Rana pipiens,Ranidae,MSB:Herp:106264,DLFW 348,male,adult,2022,7,NY,Tompkins,On road - Mohawk Rd,42.494836,-76.451279,7.90417,10.75833,29.39435,949.36694,26.6,-10,36.6,19.33333,-3.23333,19.33333,-4.06667,953,99,55,18.42505,276,177,276,181,342,-3.460102904,-1.577587146,-2.132068967,1.051679703,0.998602583,-1.205701889,-1.280729976,-0.905342883,0.722277614,1.229690177,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106267,Rana pipiens,Ranidae,MSB:Herp:106267,DLFW 351,unknown,juvenile,2022,7,NY,Tompkins,On road - Neimi Rd - dead,42.501464,-76.440552,7.81667,10.7,29.31507,948.05621,26.5,-10,36.5,18.38333,-3.31667,19.21667,-4.15,959,100,55,18.1742,277,179,276,183,346,-3.517298685,-1.578338294,-2.089898415,1.062444794,1.020454191,-1.225632238,-1.28133978,-0.887435954,0.729670915,1.23088009,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106270,Rana pipiens,Ranidae,MSB:Herp:106270,DLFW 354,unknown,juvenile,2022,7,NY,Tompkins,On road - Neimi Rd,42.501464,-76.440552,7.81667,10.7,29.31507,948.05621,26.5,-10,36.5,18.38333,-3.31667,19.21667,-4.15,959,100,55,18.1742,277,179,276,183,346,-3.517298685,-1.578338294,-2.089898415,1.062444794,1.020454191,-1.225632238,-1.28133978,-0.887435954,0.729670915,1.23088009,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106271,Rana pipiens,Ranidae,MSB:Herp:106271,DLFW 355,unknown,juvenile,2022,7,NY,Tompkins,On road - Neimi Rd,42.501464,-76.440552,7.81667,10.7,29.31507,948.05621,26.5,-10,36.5,18.38333,-3.31667,19.21667,-4.15,959,100,55,18.1742,277,179,276,183,346,-3.517298685,-1.578338294,-2.089898415,1.062444794,1.020454191,-1.225632238,-1.28133978,-0.887435954,0.729670915,1.23088009,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106272,Rana pipiens,Ranidae,MSB:Herp:106272,DLFW 356,unknown,juvenile,2022,7,NY,Tompkins,On road - Neimi Rd,42.501464,-76.440552,7.81667,10.7,29.31507,948.05621,26.5,-10,36.5,18.38333,-3.31667,19.21667,-4.15,959,100,55,18.1742,277,179,276,183,346,-3.517298685,-1.578338294,-2.089898415,1.062444794,1.020454191,-1.225632238,-1.28133978,-0.887435954,0.729670915,1.23088009,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:107513,Pseudacris crucifer,Hylidae,MSB:Herp:107513,CXM 424,male,adult,2023,3,TX,Anderson,Gus Engeling Wildlife Management Area,31.937053,-95.883242,18.57917,12.70833,38.27811,749.96503,34.8,1.6,33.2,22.21667,27.2,27.51667,9.03333,1034,120,54,22.52263,312,201,202,234,89,2.052575017,0.988201227,-1.649706771,0.9959996,-0.383511613,0.715236986,0.802249776,-0.700516873,0.684037367,-0.665729435,Liver_toe,Liver_toe,NA,1,0,NA,"Bd, Pr",single,2.243810618,NA,NA,2.243810618,0.350986199,NA,NA
https://arctos.database.museum/guid/MSB:Herp:107519,Anaxyrus americanus,Bufonidae,MSB:Herp:107519,CXM 430,male,adult,2023,3,TX,Anderson,Gus Engeling Wildlife Management Area,31.935101,-95.885273,18.57917,12.69167,38.22791,749.51337,34.8,1.6,33.2,22.2,27.18333,27.5,9.03333,1035,120,54,22.56626,313,201,202,234,100,2.04851329,0.976821161,-1.645251063,0.990757952,-0.323419691,0.713821644,0.793011115,-0.69862484,0.680437483,-0.666079874,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:107522,Anaxyrus fowleri,Bufonidae,MSB:Herp:107522,CXM 433,male,adult,2023,3,TX,Anderson,Gus Engeling Wildlife Management Area,31.921142,-95.891884,18.59583,12.70833,38.27811,748.31158,34.8,1.6,33.2,22.2,27.2,27.51667,9.08333,1036,120,54,22.41327,312,202,203,234,103,2.058453221,0.988228918,-1.63719383,1.001328844,-0.307030985,0.717285296,0.802272256,-0.695203488,0.687697411,-0.668585908,Liver_toe,Liver_toe,NA,0,0,NA,"Bd, Pr",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:107540,Pseudacris crucifer,Hylidae,MSB:Herp:107540,LNB 2838,male,adult,2023,3,LA,Claiborne,"off Corney Lake Rd, Kisatchie National Forest",32.899066,-92.74705,17.47083,12.95833,39.14904,768.43243,33.6,0.5,33.1,17.4,22.93333,26.75,7.76667,1322,138,83,13.76493,374,279,283,353,51,1.409044657,1.251398944,0.866313038,1.690548339,-0.591101887,0.490993433,1.015921145,0.367863496,1.161042871,-0.493020988,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:107541,Pseudacris crucifer,Hylidae,MSB:Herp:107541,LNB 2839,male,adult,2023,3,LA,Claiborne,"off Corney Lake Rd, Kisatchie National Forest",32.898787,-92.746765,17.47083,12.95833,39.14904,768.43243,33.6,0.5,33.1,17.4,22.93333,26.75,7.76667,1322,138,83,13.76493,374,279,283,353,51,1.409044657,1.251398944,0.866313038,1.690548339,-0.591101887,0.490993433,1.015921145,0.367863496,1.161042871,-0.493071076,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:107542,Pseudacris crucifer,Hylidae,MSB:Herp:107542,LNB 2840,male,adult,2023,3,LA,Claiborne,"off Corney Lake Rd, Kisatchie National Forest",32.898787,-92.746765,17.47083,12.95833,39.14904,768.43243,33.6,0.5,33.1,17.4,22.93333,26.75,7.76667,1322,138,83,13.76493,374,279,283,353,51,1.409044657,1.251398944,0.866313038,1.690548339,-0.591101887,0.490993433,1.015921145,0.367863496,1.161042871,-0.493071076,Liver_toe,NA,NA,1,NA,NA,Bd,single,737.7676185,NA,NA,737.7676185,2.86791959,NA,NA
https://arctos.database.museum/guid/MSB:Herp:107842,Pseudacris crucifer,Hylidae,MSB:Herp:107842,LNB 3104,unknown,juvenile,2023,4,GA,Irwin,Alapaha River Wildlife Management Area,31.51631,-83.347202,18.6875,12.29167,41.95108,658.70093,32.8,3.5,29.3,26.46667,19.4,26.46667,10.26667,1196,126,60,22.3749,361,219,361,319,106,2.32908124,-0.017138979,-0.189210309,0.564086592,-0.290642279,0.8115879,-0.013913909,-0.08034459,0.387406087,-0.741264662,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:107885,Anaxyrus fowleri,Bufonidae,MSB:Herp:107885,LNB 3145,female,adult,2023,4,AL,Winston,"Brushy Creek Lake, Bankhead National Forest",34.296652,-87.27348,15.28333,12.8,38.78788,774.38635,31.7,-1.3,33,7.16667,20.81667,24.63333,5.5,1476,166,88,18.63267,430,287,314,414,220,0.274752955,1.451080159,1.938699544,1.149469765,0.332128544,0.095739972,1.178028017,0.823232204,0.789438341,-0.242114911,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:107886,Anaxyrus fowleri,Bufonidae,MSB:Herp:107886,LNB 3146,male,adult,2023,4,AL,Winston,"Brushy Creek Lake, Bankhead National Forest",34.296569,-87.272955,15.28333,12.8,38.78788,774.38635,31.7,-1.3,33,7.16667,20.81667,24.63333,5.5,1476,166,88,18.63267,430,287,314,414,220,0.274752955,1.451080159,1.938699544,1.149469765,0.332128544,0.095739972,1.178028017,0.823232204,0.789438341,-0.242129811,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:107898,Pseudacris crucifer,Hylidae,MSB:Herp:107898,LNB 3158,male,adult,2023,4,AL,Lawrence,"County Road 70, Bankhead National Forest",34.36742,-87.320984,15.075,12.45,38.30769,766.19928,31.2,-1.3,32.5,14.95,20.58333,24.3,5.33333,1497,168,90,18.5016,437,292,317,417,299,0.398546783,0.638337532,2.095539318,1.157100404,0.763697799,0.138876971,0.518220508,0.889831257,0.794678948,-0.22941006,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:107911,Anaxyrus fowleri,Bufonidae,MSB:Herp:107911,LNB 3171,unknown,juvenile,2023,4,AL,Hale,"Oakmulgee Ranger District, Talladega National Forest",32.87895,-87.442604,17.01667,12.85,40.15625,739.65698,32.7,0.7,32,9.28333,22.33333,25.93333,7.7,1440,155,83,17.36789,437,283,337,408,97,1.1165802,1.506924623,1.760198603,1.107583867,-0.339808397,0.389081739,1.223364136,0.747435146,0.760671744,-0.496632377,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:107912,Anaxyrus fowleri,Bufonidae,MSB:Herp:107912,LNB 3172,female,adult,2023,4,AL,Hale,"Oakmulgee Ranger District, Talladega National Forest",32.906057,-87.44233,16.925,12.8,40,738.56897,32.6,0.6,32,9.2,22.23333,25.83333,7.61667,1444,155,84,17.00838,435,284,339,407,115,1.070347859,1.46018928,1.788201817,1.139329522,-0.241476162,0.372971692,1.18542306,0.759326182,0.782474176,-0.491765906,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:107913,Anaxyrus fowleri,Bufonidae,MSB:Herp:107913,LNB 3173,male,adult,2023,4,AL,Hale,"Payne Lake, Oakmulgee Ranger District, Talladega National Forest",32.881555,-87.446427,17.01667,12.85,40.15625,739.65698,32.7,0.7,32,9.28333,22.33333,25.93333,7.7,1440,155,83,17.36789,437,283,337,408,97,1.1165802,1.506924623,1.760198603,1.107583867,-0.339808397,0.389081739,1.223364136,0.747435146,0.760671744,-0.496164706,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:108118,Pseudacris crucifer,Hylidae,MSB:Herp:108118,CXM 592,unknown,juvenile,2023,5,SC,Newberry,"Molly's Rock Picnic Area, Sumter National Forest",34.388418,-81.542693,16.15833,13.76667,40.72979,763.776,33.1,-0.7,33.8,8.15,11.46667,25.5,6.61667,1192,123,76,14.63783,342,263,321,308,121,0.471574177,2.164143221,0.153340251,1.510500453,-0.20869875,0.164323979,1.756912829,0.065113046,1.037388722,-0.225640327,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:108148,Anaxyrus fowleri,Bufonidae,MSB:Herp:108148,CXM 622,male,adult,2023,5,MS,Lafayette,"North Cypress Lake Access Rd, Holly Springs National Forest",34.410639,-89.333238,15.775,12.81667,38.03165,796.01135,32.4,-1.3,33.7,15.68333,21.36667,25.38333,5.65,1468,156,83,19.86775,441,270,306,395,132,0.611789968,1.073038578,1.587572325,1.00329857,-0.148606828,0.213183347,0.871123143,0.674132652,0.689050189,-0.221651032,Liver_toe,Liver_toe,NA,0,0,NA,"Bd, Pr",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:108149,Anaxyrus fowleri,Bufonidae,MSB:Herp:108149,CXM 623,male,adult,2023,5,MS,Lafayette,"North Cypress Lake Access Rd, Holly Springs National Forest",34.408307,-89.330857,15.77917,12.80833,38.00692,796.00555,32.4,-1.3,33.7,15.7,21.36667,25.38333,5.65,1470,156,83,19.8204,442,271,306,395,131,0.611479023,1.066329551,1.599898284,1.005984917,-0.15406973,0.213074996,0.865676564,0.679366638,0.690895131,-0.222069691,Liver_toe,Liver_toe,NA,0,0,NA,"Bd, Pr",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:108337,Anaxyrus fowleri,Bufonidae,MSB:Herp:108337,LNB 3329,unknown,adult,2023,5,VA,Caroline,Mattaponi Wildlife Management Area,38.067355,-77.385786,13.70833,12.61667,36.04762,839.5882,31.2,-3.8,35,23.26667,3.13333,23.91667,3.13333,1065,103,74,9.49158,294,242,293,242,39,-0.596572826,0.129072439,-0.806962943,1.938730887,-0.656656711,-0.207880807,0.104784666,-0.342661597,1.331490868,0.434832552,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:108348,Pseudacris crucifer,Hylidae,MSB:Herp:108348,LNB 3340,unknown,adult,2023,5,VA,Caroline,Paige Rd,38.059912,-77.385761,13.72083,12.64167,36.11905,839.68732,31.2,-3.8,35,23.28333,3.13333,23.91667,3.13333,1066,103,74,9.58567,294,242,293,242,39,-0.592404936,0.145053561,-0.806401053,1.934437812,-0.656656711,-0.206428471,0.117758594,-0.342423001,1.328542449,0.433496324,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:105893,Rana catesbeiana,Ranidae,MSB:Herp:105893,LNB 2575,male,adult,2022,5,MO,Franklin,Lions Lake,38.561254,-91.033103,12.87083,12.975,33.01527,971.35907,32.2,-7.1,39.3,18.18333,0.35,24.46667,0.35,982,112,47,21.97191,300,169,267,169,171,-1.607371786,0.975202279,-2.185836843,0.559941029,0.064446348,-0.560102185,0.791696861,-0.928174398,0.384558977,0.523501343,Liver_toe,NA,NA,0,NA,NA,Bd,0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:105917,Rana clamitans,Ranidae,MSB:Herp:105917,LNB 2599,unknown,adult,2022,5,KY,McCracken,Dead on Bryant Ford Rd,36.956988,-88.488689,14.26667,12.21667,33.93518,888.94043,32.1,-3.9,36,14.15,20.46667,24.95,2.85,1292,127,84,14.55741,376,271,300,319,105,-0.364784912,0.797756865,0.618899059,1.603920683,-0.296105181,-0.127112363,0.647641643,0.262803815,1.101548314,0.235490381,Liver_toe,NA,NA,1,NA,NA,Bd,single,74.29396973,NA,NA,74.29396973,1.870953565,NA,NA
https://arctos.database.museum/guid/MSB:Herp:105928,Rana clamitans,Ranidae,MSB:Herp:105928,LNB 2610,female,adult,2022,5,KY,Metcalfe,Alive on Knobick Rd (KY-1243),37.013133,-85.641014,13.54167,12.46667,35.82375,842.67114,30.9,-3.9,34.8,21.75,19.48333,23.68333,2.78333,1342,130,78,13.9969,377,282,347,332,261,-0.262460751,0.236198145,0.871992017,1.421607305,0.556107524,-0.091456651,0.191752351,0.370274967,0.976338261,0.245569991,Liver_toe,NA,NA,1,NA,NA,Bd,single,0.874764981,NA,NA,0.874764981,-0.058108611,NA,NA
https://arctos.database.museum/guid/MSB:Herp:104548,Anaxyrus woodhousii,Bufonidae,MSB:Herp:104548,LNB 2238,male,adult,2021,5,NM,Union,Alive on Lake Rd (NM-370),36.49094,-103.20838,11.82083,16.125,42.10183,829.55206,31.4,-6.9,38.3,22.26667,1.83333,22.26667,1.83333,391,71,7,70.84617,192,22,192,22,1525,-1.068954093,2.549346352,-6.574408158,-2.10218842,7.461215603,-0.372486023,2.069631653,-2.791698454,-1.443751013,0.15182163,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:104565,Hyla chrysoscelis-versicolor complex,Hylidae,MSB:Herp:104565,LNB 2255,male,adult,2021,5,OK,Choctaw,Calling from trees above flooded roadside Just off N4300 Rd,33.98649,-95.3823,16.8375,13.175,36.69916,826.61176,34.4,-1.5,35.9,20.88333,6.33333,26.78333,6.33333,1186,150,59,24.77196,361,234,255,234,128,0.543231106,1.195782156,-0.590926116,0.47530096,-0.170458436,0.189293437,0.97076986,-0.250925632,0.326429466,-0.297797731,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:104566,Hyla chrysoscelis-versicolor complex,Hylidae,MSB:Herp:104566,LNB 2256,male,adult,2021,5,OK,Choctaw,Calling from trees above flooded roadside Just off N4300 Rd,33.98649,-95.3823,16.8375,13.175,36.69916,826.61176,34.4,-1.5,35.9,20.88333,6.33333,26.78333,6.33333,1186,150,59,24.77196,361,234,255,234,128,0.543231106,1.195782156,-0.590926116,0.47530096,-0.170458436,0.189293437,0.97076986,-0.250925632,0.326429466,-0.297797731,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:104568,Hyla chrysoscelis-versicolor complex,Hylidae,MSB:Herp:104568,LNB 2258,male,adult,2021,5,OK,Choctaw,Calling from trees above flooded roadside Just off N4300 Rd,33.98649,-95.3823,16.8375,13.175,36.69916,826.61176,34.4,-1.5,35.9,20.88333,6.33333,26.78333,6.33333,1186,150,59,24.77196,361,234,255,234,128,0.543231106,1.195782156,-0.590926116,0.47530096,-0.170458436,0.189293437,0.97076986,-0.250925632,0.326429466,-0.297797731,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:104569,Hyla chrysoscelis-versicolor complex,Hylidae,MSB:Herp:104569,LNB 2259,male,adult,2021,5,OK,Choctaw,Calling from trees above flooded roadside Just off N4300 Rd,33.98649,-95.3823,16.8375,13.175,36.69916,826.61176,34.4,-1.5,35.9,20.88333,6.33333,26.78333,6.33333,1186,150,59,24.77196,361,234,255,234,128,0.543231106,1.195782156,-0.590926116,0.47530096,-0.170458436,0.189293437,0.97076986,-0.250925632,0.326429466,-0.297797731,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:104570,Anaxyrus woodhousii,Bufonidae,MSB:Herp:104570,LNB 2260,female,adult,2021,5,OK,Choctaw,Alive on N4300 Rd,34.00087,-95.38229,16.77917,13.025,36.38268,826.67859,34.3,-1.5,35.8,20.78333,6.25,26.7,6.25,1186,150,59,24.95538,361,234,253,234,127,0.502924066,1.082844941,-0.598672294,0.473809647,-0.175921338,0.175248111,0.879084226,-0.254214901,0.325405255,-0.295216116,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:104571,Anaxyrus americanus,Bufonidae,MSB:Herp:104571,LNB 2261,male,adult,2021,5,OK,Choctaw,Calling from tiny puddle above lake and boat ramp,34.00917,-95.38058,16.74583,12.95833,36.29785,825.42401,34.2,-1.5,35.7,20.73333,6.21667,26.63333,6.21667,1190,151,59,25.17648,364,234,254,234,129,0.483357044,1.023316592,-0.573016143,0.441503037,-0.164995534,0.168429817,0.830757425,-0.2433205,0.303217567,-0.293726032,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:104575,Rana catesbeiana,Ranidae,MSB:Herp:104575,LNB 2265,unknown,unknown,2021,5,OK,Choctaw,In puddle above lake and boat ramp,34.00917,-95.38058,16.74583,12.95833,36.29785,825.42401,34.2,-1.5,35.7,20.73333,6.21667,26.63333,6.21667,1190,151,59,25.17648,364,234,254,234,129,0.483357044,1.023316592,-0.573016143,0.441503037,-0.164995534,0.168429817,0.830757425,-0.2433205,0.303217567,-0.293726032,Liver_toe,Liver_toe,Liver_toe,1,0,0,"Bd, Pr, Rv",single,3.665522537,NA,NA,3.665522537,0.564135894,NA,NA
https://arctos.database.museum/guid/MSB:Herp:104578,Rana catesbeiana,Ranidae,MSB:Herp:104578,LNB 2268,unknown,unknown,2021,5,OK,McCurtain,Alive on N4620,34.00083,-94.82665,16.47917,13.64167,38.10521,819.07227,33.9,-1.9,35.8,16.11667,6.11667,26.33333,6.11667,1257,157,67,22.60576,395,257,270,257,146,0.327421625,1.721701193,0.111987642,0.593274065,-0.072126201,0.114092813,1.397725846,0.04755344,0.407451599,-0.295223297,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
